asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,,,,,,,,
7/3/2013,3.36892,3.414639954,4.215,0.84608,3,0.25,,,,,,
7/2/2013,3.31182,3.369439795,4.215,0.90318,2,0.7,,,,,,
7/1/2013,3.29795,3.375026241,4.215,0.91705,1,0.05,,,,,,
6/28/2013,3.30945,3.374758346,4.215,0.90555,5,0,,,,,,
6/27/2013,3.32066,3.349243205,4.41,1.08934,4,0,,,,,,
6/26/2013,3.44275,3.456624768,4.215,0.77225,3,0.25,,,,,,
6/25/2013,3.49791,3.514320277,4.41,0.91209,2,0.7,,,,,,
6/24/2013,3.48428,3.48832569,4.41,0.92572,1,0.05,,,,,,
6/21/2013,3.42906,3.43914297,4.41,0.98094,5,0,,,,,,
6/20/2013,3.27319,3.350066088,4.41,1.13681,4,0,,,,,,
6/19/2013,3.12738,3.204261053,3.88,0.75262,3,0.25,,,,,,
6/18/2013,2.98213,3.046868389,3.88,0.89787,2,0.7,,,,,,
6/17/2013,2.98385,3.03458109,3.88,0.89615,1,0.05,,,,,,
6/14/2013,2.93282,2.990612702,3.88,0.94718,5,0,,,,,,
6/13/2013,2.97052,3.058126499,3.88,0.90948,4,0,,,,,,
6/12/2013,3.0173,3.135370617,3.905,0.8877,3,0.25,,,,,,
6/11/2013,2.98862,3.122068372,3.905,0.91638,2,0.7,,,,,,
6/10/2013,3.01875,3.144125676,3.905,0.88625,1,0.05,,,,,,
6/7/2013,2.99312,3.080796165,3.905,0.91188,5,0,,,,,,
6/6/2013,2.93639,2.997131225,3.905,0.96861,4,0,,,,,,
6/5/2013,2.97372,3.021758172,3.835,0.86128,3,0.25,,,,,,
6/4/2013,2.98974,3.051758895,3.835,0.84526,2,0.7,,,,,,
6/3/2013,2.96032,3.016834958,3.835,0.87468,1,0.05,,,,,,
5/31/2013,2.95731,3.011247517,3.835,0.87769,5,0,,,,,,
5/30/2013,2.90465,2.955557841,3.835,0.93035,4,0,,,,,,
5/29/2013,2.91969,2.94308782,3.76,0.84031,3,0.25,,,,,,
5/28/2013,2.94396,2.923186843,3.76,0.81604,2,0.7,,,,,,
5/24/2013,2.81497,2.772505094,3.76,0.94503,5,0,,,,,,
5/23/2013,2.82191,2.769545725,3.76,0.93809,4,0,,,,,,
5/22/2013,2.78844,2.759942476,3.515,0.72656,3,0.25,,,,,,
5/21/2013,2.66453,2.681240729,3.515,0.85047,2,0.7,,,,,,
5/20/2013,2.71288,2.703788401,3.515,0.80212,1,0.05,,,,,,
5/17/2013,2.68581,2.698307152,3.515,0.82919,5,0,,,,,,
5/16/2013,2.56388,2.61813578,3.515,0.95112,4,0,,,,,,
5/15/2013,2.66187,2.678311806,3.435,0.77313,3,0.25,,,,,,
5/14/2013,2.66272,2.691714156,3.435,0.77228,2,0.7,,,,,,
5/13/2013,2.621,2.66425773,3.435,0.814,1,0.05,,,,,,
5/10/2013,2.58686,2.638933026,3.435,0.84814,5,0,,,,,,
5/9/2013,2.49665,2.573124975,3.435,0.93835,4,0,,,,,,
5/8/2013,2.47245,2.568900412,3.345,0.87255,3,0.25,,,,,,
5/7/2013,2.48894,2.582895072,3.345,0.85606,2,0.7,,,,,,
5/6/2013,2.4724,2.574924603,3.345,0.8726,1,0.05,,,,,,
5/3/2013,2.45615,2.549086478,3.345,0.88885,5,0,,,,,,
5/2/2013,2.3421,2.460384035,3.345,1.0029,4,0,,,,,,
5/1/2013,2.31036,2.463332162,3.275,0.96464,3,0.25,,,,,,
4/30/2013,2.35354,2.486727385,3.275,0.92146,2,0.7,,,,,,
4/29/2013,2.37448,2.476788836,3.275,0.90052,1,0.05,,,,,,
4/26/2013,2.37951,2.483002188,3.275,0.89549,5,0,,,,,,
4/25/2013,2.43235,2.516124897,3.275,0.84265,4,0,,,,,,
4/24/2013,2.43239,2.509430888,3.35,0.91761,3,0.25,,,,,,
4/23/2013,2.43753,2.517506042,3.35,0.91247,2,0.7,,,,,,
4/22/2013,2.4461,2.51140584,3.35,0.9039,1,0.05,,,,,,
4/19/2013,2.44783,2.514616174,3.35,0.90217,5,0,,,,,,
4/18/2013,2.43192,2.489663745,3.35,0.91808,4,0,,,,,,
4/17/2013,2.45005,2.508824156,3.335,0.88495,3,0.25,,,,,,
4/16/2013,2.45465,2.524981202,3.335,0.88035,2,0.7,,,,,,
4/15/2013,2.43066,2.507078914,3.335,0.90434,1,0.05,,,,,,
4/12/2013,2.45324,2.531722789,3.335,0.88176,5,0,,,,,,
4/11/2013,2.51808,2.579821773,3.335,0.81692,4,0,,,,,,
4/10/2013,2.54479,2.60148695,3.38,0.83521,3,0.25,,,,,,
4/9/2013,2.48938,2.559601246,3.38,0.89062,2,0.7,,,,,,
4/8/2013,2.47695,2.558609728,3.38,0.90305,1,0.05,,,,,,
4/5/2013,2.41738,2.51135116,3.38,0.96262,5,0,,,,,,
4/4/2013,2.48587,2.569667147,3.38,0.89413,4,0,,,,,,
4/3/2013,2.56472,2.611300596,3.49,0.92528,3,0.25,,,,,,
4/2/2013,2.6102,2.658552497,3.49,0.8798,2,0.7,,,,,,
4/1/2013,2.59513,2.643607197,3.49,0.89487,1,0.05,,,,,,
3/28/2013,2.61433,2.667237632,3.49,0.87567,4,0,,,,,,
3/27/2013,2.60807,2.661339083,3.52,0.91193,3,0.25,,,,,,
3/26/2013,2.64256,2.704997081,3.52,0.87744,2,0.7,,,,,,
3/25/2013,2.63948,2.70214445,3.52,0.88052,1,0.05,,,,,,
3/22/2013,2.64148,2.710873593,3.52,0.87852,5,0,,,,,,
3/21/2013,2.67627,2.720265367,3.52,0.84373,4,0,,,,,,
3/20/2013,2.64698,2.714034646,3.49,0.84302,3,0.25,,,,,,
3/19/2013,2.60686,2.693698249,3.49,0.88314,2,0.7,,,,,,
3/18/2013,2.62963,2.718764396,3.49,0.86037,1,0.05,,,,,,
3/15/2013,2.66434,2.731999104,3.49,0.82566,5,0,,,,,,
3/14/2013,2.70546,2.764030983,3.49,0.78454,4,0,,,,,,
3/13/2013,2.70044,2.739929961,3.58,0.87956,3,0.25,,,,,,
3/12/2013,2.70646,2.738994551,3.58,0.87354,2,0.7,,,,,,
3/11/2013,2.73998,2.764614188,3.58,0.84002,1,0.05,,,,,,
3/8/2013,2.75192,2.766484122,3.58,0.82808,5,0,,,,,,
3/7/2013,2.67331,2.713725304,3.58,0.90669,4,0,,,,,,
3/6/2013,2.61255,2.663686573,3.445,0.83245,3,0.25,,,,,,
3/5/2013,2.56076,2.628644635,3.445,0.88424,2,0.7,,,,,,
3/4/2013,2.54578,2.62134167,3.445,0.89922,1,0.05,,,,,,
3/1/2013,2.52993,2.620174856,3.445,0.91507,5,0,,,,,,
2/28/2013,2.54484,2.644945898,3.445,0.90016,4,0,,,,,,
2/27/2013,2.57322,2.65371677,3.46,0.88678,3,0.25,,,,,,
2/26/2013,2.53896,2.628508461,3.46,0.92104,2,0.7,,,,,,
2/25/2013,2.55786,2.634058339,3.46,0.90214,1,0.05,,,,,,
2/22/2013,2.62514,2.681817267,3.46,0.83486,5,0,,,,,,
2/21/2013,2.62574,2.690625066,3.46,0.83426,4,0,,,,,,
2/20/2013,2.63797,2.720849716,3.51,0.87203,3,0.25,,,,,,
2/19/2013,2.63802,2.72369675,3.51,0.87198,2,0.7,,,,,,
2/15/2013,2.62079,2.703696066,3.51,0.88921,5,0,,,,,,
2/14/2013,2.60855,2.699269101,3.51,0.90145,4,0,,,,,,
2/13/2013,2.65372,2.744118173,3.48,0.82628,3,0.25,,,,,,
2/12/2013,2.60701,2.708276216,3.48,0.87299,2,0.7,,,,,,
2/11/2013,2.56531,2.675747831,3.48,0.91469,1,0.05,,,,,,
2/8/2013,2.57318,2.68181613,3.48,0.90682,5,0,,,,,,
2/7/2013,2.55136,2.679060128,3.48,0.92864,4,0,,,,,,
2/6/2013,2.55943,2.68416538,3.48,0.92057,3,0.25,,,,,,
2/5/2013,2.60052,2.72792885,3.48,0.87948,2,0.7,,,,,,
2/4/2013,2.55563,2.673158932,3.48,0.92437,1,0.05,,,,,,
2/1/2013,2.59141,2.713338,3.48,0.88859,5,0,,,,,,
1/31/2013,2.57377,2.682794021,3.48,0.90623,4,0,,,,,,
1/30/2013,2.57729,2.704749096,3.455,0.87771,3,0.25,,,,,,
1/29/2013,2.55981,2.683436491,3.455,0.89519,2,0.7,,,,,,
1/28/2013,2.53933,2.664803391,3.455,0.91567,1,0.05,,,,,,
1/25/2013,2.50532,2.624446894,3.455,0.94968,5,0,,,,,,
1/24/2013,2.36742,2.510614206,3.455,1.08758,4,0,,,,,,
1/23/2013,2.34331,2.493699063,3.345,1.00169,3,0.25,,,,,,
1/22/2013,2.35221,2.488418113,3.345,0.99279,2,0.7,,,,,,
1/18/2013,2.35028,2.495632079,3.345,0.99472,5,0,,,,,,
1/17/2013,2.36891,2.512972611,3.345,0.97609,4,0,,,,,,
1/16/2013,2.29441,2.449222725,3.305,1.01059,3,0.25,,,,,,
1/15/2013,2.29384,2.449830349,3.305,1.01116,2,0.7,,,,,,
1/14/2013,2.2784,2.479738879,3.305,1.0266,1,0.05,,,,,,
1/11/2013,2.31308,2.499826027,3.305,0.99192,5,0,,,,,,
1/10/2013,2.32919,2.510564286,3.305,0.97581,4,0,,,,,,
1/9/2013,2.29263,2.473165176,3.325,1.03237,3,0.25,,,,,,
1/8/2013,2.31701,2.4890942,3.325,1.00799,2,0.7,,,,,,
1/7/2013,2.34263,2.51722051,3.325,0.98237,1,0.05,,,,,,
1/4/2013,2.38072,2.532480753,3.325,0.94428,5,0,,,,,,
1/3/2013,2.36511,2.521813885,3.325,0.95989,4,0,,,,,,
1/2/2013,2.26242,2.487058189,3.265,1.00258,3,0.25,,,,,,
12/31/2012,2.20009,2.424650415,3.265,1.06491,1,0.05,,,,,,
12/28/2012,2.18544,2.385752368,3.265,1.07956,5,0,,,,,,
12/27/2012,2.1768,2.402494996,3.265,1.0882,4,0,,,,,,
12/26/2012,2.19828,2.432954749,3.275,1.07672,3,0.25,,,,,,
12/24/2012,2.21511,2.4437928,3.275,1.05989,1,0.05,,,,,,
12/21/2012,2.18757,2.420538533,3.275,1.08743,5,0,,,,,,
12/20/2012,2.22135,2.452935081,3.275,1.05365,4,0,,,,,,
12/19/2012,2.23717,2.468369175,3.295,1.05783,3,0.25,,,,,,
12/18/2012,2.27802,2.505871764,3.295,1.01698,2,0.7,,,,,,
12/17/2012,2.2148,2.442836994,3.295,1.0802,1,0.05,,,,,,
12/14/2012,2.17471,2.387657017,3.295,1.12029,5,0,,,,,,
12/13/2012,2.17954,2.393506912,3.295,1.11546,4,0,,,,,,
12/12/2012,2.16985,2.365266935,3.245,1.07515,3,0.25,,,,,,
12/11/2012,2.1257,2.316772095,3.245,1.1193,2,0.7,,,,,,
12/10/2012,2.12632,2.294732838,3.245,1.11868,1,0.05,,,,,,
12/7/2012,2.16633,2.303094314,3.245,1.07867,5,0,,,,,,
12/6/2012,2.10827,2.27006088,3.245,1.13673,4,0,,,,,,
12/5/2012,2.07994,2.27328577,3.265,1.18506,3,0.25,,,,,,
12/4/2012,2.06783,2.286332976,3.265,1.19717,2,0.7,,,,,,
12/3/2012,2.08622,2.300803433,3.265,1.17878,1,0.05,,,,,,
11/30/2012,2.07253,2.295420188,3.265,1.19247,5,0,,,,,,
11/29/2012,2.07244,2.2993772,3.265,1.19256,4,0,,,,,,
11/28/2012,2.05097,2.296327035,3.27,1.21903,3,0.25,,,,,,
11/27/2012,2.04405,2.320923609,3.27,1.22595,2,0.7,,,,,,
11/26/2012,2.1329,2.354584355,3.27,1.1371,1,0.05,,,,,,
11/23/2012,2.20126,2.378963969,3.27,1.06874,5,0,,,,,,
11/21/2012,2.19254,2.375140029,3.235,1.04246,3,0.25,,,,,,
11/20/2012,2.14204,2.351066642,3.235,1.09296,2,0.7,,,,,,
11/19/2012,2.06997,2.32330672,3.235,1.16503,1,0.05,,,,,,
11/16/2012,2.03611,2.292195806,3.235,1.19889,5,0,,,,,,
11/15/2012,2.09234,2.298523391,3.265,1.17266,4,0,,,,,,
11/14/2012,2.13435,2.290283698,3.235,1.10065,3,0.25,,,,,,
11/13/2012,2.08298,2.289617901,3.265,1.18202,2,0.7,,,,,,
11/9/2012,2.0596,2.303566004,3.265,1.2054,5,0,,,,,,
11/8/2012,2.04956,2.287414101,3.265,1.21544,4,0,,,,,,
11/7/2012,2.09197,2.317900683,3.325,1.23303,3,0.25,,,,,,
11/6/2012,2.24889,2.428922802,3.325,1.07611,2,0.7,,,,,,
11/5/2012,2.14794,2.367553826,3.325,1.17706,1,0.05,,,,,,
11/2/2012,2.19493,2.399729029,3.325,1.13007,5,0,,,,,,
11/1/2012,2.23243,2.398684042,3.325,1.09257,4,0,,,,,,
10/31/2012,2.14235,2.378596939,3.315,1.17265,3,0.25,,,,,,
10/29/2012,2.17586,2.402821955,3.315,1.13914,1,0.05,,,,,,
10/26/2012,2.20624,2.42825062,3.315,1.10876,5,0,,,,,,
10/25/2012,2.27753,2.498325597,3.315,1.03747,4,0,,,,,,
10/24/2012,2.22502,2.439113518,3.335,1.10998,3,0.25,,,,,,
10/23/2012,2.18831,2.443106912,3.335,1.14669,2,0.7,,,,,,
10/22/2012,2.2048,2.46402409,3.335,1.1302,1,0.05,,,,,,
10/19/2012,2.17149,2.431410097,3.335,1.16351,5,0,,,,,,
10/18/2012,2.23804,2.481227439,3.335,1.09696,4,0,,,,,,
10/17/2012,2.19994,2.477739722,3.295,1.09506,3,0.25,,,,,,
10/16/2012,2.09031,2.381748758,3.295,1.20469,2,0.7,,,,,,
10/15/2012,2.0434,2.350131268,3.295,1.2516,1,0.05,,,,,,
10/12/2012,2.01487,2.341384145,3.295,1.28013,5,0,,,,,,
10/11/2012,2.01882,2.350247233,3.295,1.27618,4,0,,,,,,
10/10/2012,2.0567,2.373556443,3.315,1.2583,3,0.25,,,,,,
10/9/2012,2.1122,2.404325215,3.315,1.2028,2,0.7,,,,,,
10/5/2012,2.09992,2.428712001,3.315,1.21508,5,0,,,,,,
10/4/2012,2.06588,2.383594657,3.315,1.24912,4,0,,,,,,
10/3/2012,1.97292,2.340280713,3.26,1.28708,3,0.25,,,,,,
10/2/2012,1.89432,2.350642629,3.26,1.36568,2,0.7,,,,,,
10/1/2012,1.97791,2.354544992,3.26,1.28209,1,0.05,,,,,,
9/28/2012,2.03991,2.364495831,3.26,1.22009,5,0,,,,,,
9/27/2012,2.05097,2.360507169,3.26,1.20903,4,0,,,,,,
9/26/2012,1.9725,2.348948974,3.3,1.3275,3,0.25,,,,,,
9/25/2012,1.97862,2.387057941,3.3,1.32138,2,0.7,,,,,,
9/24/2012,2.04335,2.402723344,3.3,1.25665,1,0.05,,,,,,
9/21/2012,2.0967,2.437348955,3.3,1.2033,5,0,,,,,,
9/20/2012,2.16993,2.4479799,3.3,1.13007,4,0,,,,,,
9/19/2012,2.21086,2.464682395,3.39,1.17914,3,0.25,,,,,,
9/18/2012,2.2694,2.506299066,3.39,1.1206,2,0.7,,,,,,
9/17/2012,2.28117,2.536465436,3.39,1.10883,1,0.05,,,,,,
9/14/2012,2.26805,2.567098309,3.39,1.12195,5,0,,,,,,
9/13/2012,2.20601,2.486947567,3.39,1.18399,4,0,,,,,,
9/12/2012,2.42922,2.55276728,3.45,1.02078,3,0.25,,,,,,
9/11/2012,2.39371,2.488736001,3.45,1.05629,2,0.7,,,,,,
9/10/2012,2.37785,2.477940005,3.45,1.07215,1,0.05,,,,,,
9/7/2012,2.37384,2.471341433,3.45,1.07616,5,0,,,,,,
9/6/2012,2.45607,2.495925864,3.45,0.99393,4,0,,,,,,
9/5/2012,2.39528,2.414797348,3.475,1.07972,3,0.25,,,,,,
9/4/2012,2.38417,2.422475685,3.475,1.09083,2,0.7,,,,,,
8/31/2012,2.36895,2.42845582,3.475,1.10605,5,0,,,,,,
8/30/2012,2.43371,2.479074768,3.475,1.04129,4,0,,,,,,
8/29/2012,2.46878,2.500165285,3.49,1.02122,3,0.25,,,,,,
8/28/2012,2.41104,2.469955615,3.49,1.07896,2,0.7,,,,,,
8/27/2012,2.44075,2.485827498,3.49,1.04925,1,0.05,,,,,,
8/24/2012,2.47609,2.509043147,3.49,1.01391,5,0,,,,,,
8/23/2012,2.44471,2.495398077,3.49,1.04529,4,0,,,,,,
8/22/2012,2.51207,2.540241479,3.585,1.07293,3,0.25,,,,,,
8/21/2012,2.62589,2.616463478,3.585,0.95911,2,0.7,,,,,,
8/20/2012,2.61868,2.647929631,3.585,0.96632,1,0.05,,,,,,
8/17/2012,2.63904,2.649471496,3.585,0.94596,5,0,,,,,,
8/16/2012,2.67019,2.688768214,3.585,0.91481,4,0,,,,,,
8/15/2012,2.63813,2.648454852,3.52,0.88187,3,0.25,,,,,,
8/14/2012,2.50321,2.556084095,3.52,1.01679,2,0.7,,,,,,
8/13/2012,2.43262,2.488938994,3.52,1.08738,1,0.05,,,,,,
8/10/2012,2.43735,2.481315997,3.52,1.08265,5,0,,,,,,
8/9/2012,2.45717,2.51913882,3.52,1.06283,4,0,,,,,,
8/8/2012,2.45388,2.506462138,3.49,1.03612,3,0.25,,,,,,
8/7/2012,2.46483,2.486446192,3.49,1.02517,2,0.7,,,,,,
8/6/2012,2.41026,2.416757567,3.49,1.07974,1,0.05,,,,,,
8/3/2012,2.42675,2.451302363,3.49,1.06325,5,0,,,,,,
8/2/2012,2.33657,2.364234917,3.49,1.15343,4,0,,,,,,
8/1/2012,2.36588,2.398915375,3.475,1.10912,3,0.25,,,,,,
7/31/2012,2.3146,2.344318562,3.475,1.1604,2,0.7,,,,,,
7/30/2012,2.33651,2.349311026,3.475,1.13849,1,0.05,,,,,,
7/27/2012,2.46854,2.414532389,3.475,1.00646,5,0,,,,,,
7/26/2012,2.28779,2.300337841,3.475,1.18721,4,0,,,,,,
7/25/2012,2.26337,2.284753112,3.415,1.15163,3,0.25,,,,,,
7/24/2012,2.24718,2.292322316,3.415,1.16782,2,0.7,,,,,,
7/23/2012,2.27723,2.313112149,3.415,1.13777,1,0.05,,,,,,
7/20/2012,2.32496,2.334802348,3.415,1.09004,5,0,,,,,,
7/19/2012,2.39312,2.372741521,3.415,1.02188,4,0,,,,,,
7/18/2012,2.37585,2.364912834,3.455,1.07915,3,0.25,,,,,,
7/17/2012,2.4361,2.39124099,3.455,1.0189,2,0.7,,,,,,
7/16/2012,2.39684,2.361033003,3.455,1.05816,1,0.05,,,,,,
7/13/2012,2.4585,2.377197581,3.455,0.9965,5,0,,,,,,
7/12/2012,2.40343,2.356163235,3.455,1.05157,4,0,,,,,,
7/11/2012,2.41162,2.381614133,3.485,1.07338,3,0.25,,,,,,
7/10/2012,2.42303,2.400961069,3.485,1.06197,2,0.7,,,,,,
7/9/2012,2.4492,2.408110322,3.485,1.0358,1,0.05,,,,,,
7/6/2012,2.47665,2.44737735,3.485,1.00835,5,0,,,,,,
7/5/2012,2.55638,2.495652548,3.485,0.92862,4,0,,,,,,
7/3/2012,2.58328,2.517632275,3.57,0.98672,2,0.7,,,,,,
7/2/2012,2.54532,2.489902362,3.57,1.02468,1,0.05,,,,,,
6/29/2012,2.62372,2.531062108,3.57,0.94628,5,0,,,,,,
6/28/2012,2.55096,2.479161845,3.57,1.01904,4,0,,,,,,
6/27/2012,2.58867,2.505199633,3.585,0.99633,3,0.25,,,,,,
6/26/2012,2.61639,2.51232552,3.585,0.96861,2,0.7,,,,,,
6/25/2012,2.5785,2.494055445,3.585,1.0065,1,0.05,,,,,,
6/22/2012,2.66819,2.540608016,3.585,0.91681,5,0,,,,,,
6/21/2012,2.61405,2.519519291,3.585,0.97095,4,0,,,,,,
6/20/2012,2.64221,2.530286661,3.585,0.94279,3,0.25,,,,,,
6/19/2012,2.5989,2.541459466,3.585,0.9861,2,0.7,,,,,,
6/18/2012,2.59515,2.519863553,3.585,0.98985,1,0.05,,,,,,
6/15/2012,2.61355,2.53213733,3.585,0.97145,5,0,,,,,,
6/14/2012,2.63094,2.567805167,3.585,0.95406,4,0,,,,,,
6/13/2012,2.65256,2.564246156,3.635,0.98244,3,0.25,,,,,,
6/12/2012,2.69596,2.608850405,3.635,0.93904,2,0.7,,,,,,
6/11/2012,2.6399,2.574294314,3.635,0.9951,1,0.05,,,,,,
